# Constructed from biom file
#OTU ID	DNA-3OVK_S2101_R-taxa	DNA-3OWT_S2551_R-taxa	DNA-3OXF_S2771_R-taxa	S001Z-0004_S2501_R-taxa	S001Z-0007_S1661_R-taxa	S001Z-0007_S2811_R-taxa	S001Z-0007_S5342_R-taxa	S001Z-0007_S941_R-taxa	S001Z-0008_S1651_R-taxa	S001Z-0008_S2801_R-taxa	S001Z-0008_S5332_R-taxa	S001Z-0008_S931_R-taxa	S001Z-0014_S1641_R-taxa	S001Z-0014_S2841_R-taxa	S001Z-0014_S5552_R-taxa	S001Z-0015_S1671_R-taxa	S001Z-0015_S2821_R-taxa	S001Z-0015_S5352_R-taxa	S001Z-0015_S951_R-taxa	S001Z-0016_S1681_R-taxa	S001Z-0016_S2831_R-taxa	S001Z-0016_S5362_R-taxa	S001Z-0016_S961_R-taxa	S00SO-0001_S1931_R-taxa	S00SO-0002_S1941_R-taxa	S00SO-0003_S1951_R-taxa	S00SO-0004_S1961_R-taxa	S00SO-0005_S1971_R-taxa	S00SO-0006_S1981_R-taxa	S00SO-0007_S1991_R-taxa	S00SO-0008_S2001_R-taxa	S00SO-0009_S2011_R-taxa	S00SO-0010_S2021_R-taxa	S00SO-0011_S2031_R-taxa	S00SO-0012_S2041_R-taxa	S00SO-0013_S2051_R-taxa	S00SO-0014_S2061_R-taxa	S00SO-0015_S2071_R-taxa	S00SO-0016_S2081_R-taxa	S00SO-0017_S2091_R-taxa	S00SO-0019_S2111_R-taxa	S00SO-0020_S2121_R-taxa	S00SO-0021_S2131_R-taxa	S00SO-0022_S2141_R-taxa	S00SO-0023_S2151_R-taxa	S00SO-0024_S2161_R-taxa	S00SO-0025_S2171_R-taxa	S00SO-0026_S2181_R-taxa	S00SO-0027_S2191_R-taxa	S00SO-0028_S2201_R-taxa	S00SO-0029_S2211_R-taxa	S00SO-0030_S2221_R-taxa	S00SO-0031_S2231_R-taxa	S00SO-0032_S2241_R-taxa	S00SO-0033_S2251_R-taxa	S00SO-0034_S2261_R-taxa	S00SO-0035_S2271_R-taxa	S00SO-0036_S2281_R-taxa	S00SO-0037_S2291_R-taxa	S00SO-0038_S2301_R-taxa	S00SO-0039_S2311_R-taxa	S00SO-0040_S2321_R-taxa	S00SO-0041_S2331_R-taxa	S00SO-0042_S2341_R-taxa	S00SO-0043_S2351_R-taxa	S00SO-0044_S2361_R-taxa	S00SO-0045_S2371_R-taxa	S00SO-0046_S2381_R-taxa	S00SO-0047_S2391_R-taxa	S00SO-0048_S2401_R-taxa	S00SO-0049_S2411_R-taxa	S00SO-0050_S2421_R-taxa	S00SO-0051_S2431_R-taxa	S00SO-0052_S2441_R-taxa	S00SO-0053_S2451_R-taxa	S00SO-0054_S2461_R-taxa	S00SO-0055_S2471_R-taxa	S00SO-0056_S2481_R-taxa	S00SO-0057_S2491_R-taxa	S00SO-0058_S2791_R-taxa	S00SO-0059_S2511_R-taxa	S00SO-0060_S2521_R-taxa	S00SO-0061_S2531_R-taxa	S00SO-0062_S2541_R-taxa	S00SO-0064_S2561_R-taxa	S00SO-0065_S2571_R-taxa	S00SO-0066_S2581_R-taxa	S00SO-0067_S2591_R-taxa	S00SO-0068_S2601_R-taxa	S00SO-0069_S2611_R-taxa	S00SO-0070_S2621_R-taxa	S00SO-0071_S2631_R-taxa	S00SO-0072_S2641_R-taxa	S00SO-0073_S2651_R-taxa	S00SO-0074_S2661_R-taxa	S00SO-0075_S2671_R-taxa	S00SO-0076_S2681_R-taxa	S00SO-0077_S2691_R-taxa	S00SO-0078_S2701_R-taxa	S00SO-0079_S2711_R-taxa	S00SO-0080_S2721_R-taxa	S00SO-0081_S2731_R-taxa	S00SO-0082_S2741_R-taxa	S00SO-0083_S2751_R-taxa	S00SO-0084_S2761_R-taxa	S00SO-0086_S2781_R-taxa	Consensus Lineage
371601	21.0	16.0	3.0	12.0	10.0	18.0	5.0	22.0	51.0	22.0	8.0	15.0	8.0	9.0	1.0	11.0	12.0	15.0	36.0	13.0	11.0	9.0	23.0	34.0	10.0	2.0	10.0	9.0	7.0	24.0	15.0	29.0	16.0	8.0	6.0	7.0	18.0	18.0	11.0	23.0	310.0	22.0	8.0	5.0	34.0	46.0	25.0	21.0	11.0	26.0	11.0	14.0	27.0	24.0	42.0	26.0	14.0	17.0	14.0	16.0	33.0	21.0	25.0	14.0	6.0	14.0	9.0	9.0	29.0	26.0	24.0	25.0	13.0	8.0	8.0	7.0	24.0	24.0	17.0	19.0	22.0	3.0	3.0	8.0	13.0	17.0	29.0	3.0	9.0	9.0	3.0	25.0	20.0	39.0	32.0	7.0	10.0	30.0	6.0	79.0	36.0	31.0	24.0	9.0	10.0	27.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__xylanisolvens
47678	13.0	9.0	26.0	16.0	34.0	16.0	7.0	14.0	28.0	32.0	26.0	39.0	38.0	22.0	2.0	44.0	26.0	16.0	15.0	34.0	23.0	10.0	29.0	20.0	20.0	21.0	21.0	39.0	21.0	19.0	21.0	36.0	20.0	25.0	31.0	48.0	26.0	22.0	17.0	24.0	125.0	32.0	38.0	23.0	11.0	28.0	28.0	29.0	19.0	18.0	38.0	33.0	13.0	20.0	28.0	30.0	13.0	25.0	37.0	24.0	24.0	37.0	21.0	26.0	21.0	28.0	43.0	27.0	16.0	23.0	7.0	17.0	15.0	19.0	27.0	21.0	12.0	20.0	10.0	28.0	51.0	18.0	22.0	11.0	15.0	18.0	18.0	16.0	18.0	25.0	15.0	19.0	18.0	25.0	24.0	22.0	32.0	75.0	36.0	40.0	28.0	15.0	31.0	19.0	23.0	38.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__caccae
28111	10.0	33.0	22.0	37.0	20.0	9.0	25.0	6.0	42.0	9.0	32.0	18.0	16.0	9.0	0.0	164.0	15.0	17.0	24.0	38.0	11.0	19.0	10.0	10.0	16.0	11.0	5.0	23.0	5.0	12.0	3.0	47.0	8.0	19.0	6.0	26.0	3.0	10.0	7.0	6.0	226.0	14.0	18.0	2.0	10.0	4.0	11.0	16.0	12.0	9.0	20.0	4.0	7.0	3.0	5.0	8.0	7.0	9.0	26.0	8.0	8.0	9.0	23.0	13.0	24.0	28.0	45.0	19.0	38.0	17.0	8.0	8.0	13.0	4.0	14.0	1.0	19.0	4.0	37.0	14.0	32.0	30.0	53.0	28.0	27.0	7.0	24.0	4.0	7.0	23.0	2.0	13.0	8.0	17.0	15.0	18.0	16.0	22.0	8.0	53.0	10.0	4.0	8.0	8.0	6.0	5.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__eggerthii
28116	9.0	7.0	12.0	7.0	26.0	13.0	10.0	22.0	205.0	27.0	4.0	16.0	22.0	18.0	1.0	39.0	16.0	45.0	21.0	20.0	17.0	8.0	28.0	13.0	13.0	13.0	14.0	15.0	11.0	16.0	23.0	34.0	13.0	18.0	9.0	13.0	19.0	19.0	14.0	20.0	307.0	181.0	20.0	21.0	23.0	25.0	10.0	13.0	24.0	12.0	21.0	33.0	22.0	36.0	18.0	17.0	17.0	10.0	17.0	21.0	25.0	42.0	14.0	13.0	14.0	9.0	11.0	26.0	19.0	28.0	8.0	7.0	11.0	11.0	16.0	21.0	7.0	29.0	12.0	22.0	10.0	14.0	10.0	13.0	18.0	23.0	22.0	23.0	7.0	26.0	27.0	35.0	46.0	22.0	26.0	48.0	33.0	47.0	33.0	69.0	37.0	14.0	18.0	20.0	25.0	39.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__ovatus
291644	8.0	4.0	4.0	2.0	7.0	15.0	3.0	2.0	3.0	8.0	6.0	6.0	6.0	6.0	0.0	3.0	5.0	1.0	3.0	3.0	5.0	4.0	8.0	6.0	7.0	4.0	1.0	5.0	3.0	7.0	4.0	45.0	9.0	11.0	6.0	4.0	5.0	6.0	8.0	19.0	6493.0	450.0	7.0	9.0	8.0	9.0	11.0	9.0	7.0	4.0	5.0	4.0	13.0	7.0	16.0	7.0	2.0	6.0	4.0	5.0	5.0	2.0	16.0	9.0	6.0	7.0	3.0	5.0	7.0	7.0	17.0	3.0	7.0	3.0	0.0	6.0	1.0	7.0	7.0	1.0	4.0	5.0	4.0	3.0	7.0	11.0	12.0	6.0	3.0	2.0	2.0	6.0	7.0	13.0	12.0	8.0	7.0	3.0	11.0	14.0	5.0	17.0	4.0	11.0	7.0	12.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__salyersiae
29523	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3057.0	87.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__sp.
2528203	1.0	4.0	0.0	1.0	3.0	0.0	1.0	0.0	3.0	3.0	1.0	2.0	0.0	1.0	0.0	3.0	0.0	3.0	2.0	1.0	1.0	2.0	2.0	1.0	3.0	0.0	0.0	1.0	0.0	1.0	2.0	0.0	3.0	2.0	1.0	4.0	2.0	2.0	1.0	0.0	88.0	61.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0	1.0	3.0	3.0	3.0	1.0	0.0	0.0	2.0	0.0	2.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	1.0	1.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	2.0	2.0	2.0	0.0	0.0	5.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	6.0	1.0	4.0	8.0	1.0	4.0	4.0	3.0	4.0	0.0	1.0	2.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__sp. A1C1
2755405	1.0	0.0	0.0	1.0	2.0	4.0	1.0	4.0	5.0	2.0	1.0	1.0	3.0	1.0	1.0	3.0	3.0	3.0	0.0	0.0	3.0	4.0	2.0	7.0	3.0	12.0	2.0	2.0	2.0	0.0	1.0	4.0	0.0	8.0	1.0	2.0	1.0	0.0	0.0	3.0	9.0	0.0	2.0	0.0	2.0	2.0	4.0	2.0	6.0	1.0	0.0	1.0	0.0	1.0	3.0	2.0	9.0	1.0	1.0	1.0	1.0	2.0	3.0	1.0	14.0	4.0	0.0	0.0	1.0	2.0	3.0	0.0	10.0	1.0	0.0	1.0	1.0	1.0	5.0	0.0	8.0	0.0	0.0	0.0	2.0	4.0	4.0	10.0	0.0	1.0	0.0	0.0	1.0	3.0	2.0	12.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	6.0	0.0	0.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__sp. CACC 737
2847299	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	1.0	1.0	4.0	0.0	2.0	1.0	2.0	0.0	0.0	7.0	1.0	0.0	2.0	1.0	0.0	3.0	2.0	4.0	4.0	1.0	1.0	0.0	1.0	1.0	0.0	2.0	2.0	225.0	12.0	0.0	1.0	2.0	4.0	2.0	2.0	3.0	0.0	0.0	2.0	1.0	1.0	2.0	2.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	3.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1.0	1.0	7.0	2.0	0.0	0.0	3.0	3.0	0.0	3.0	5.0	1.0	0.0	2.0	1.0	3.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__sp. DH3716P
674529	4.0	20.0	7.0	12.0	34.0	3.0	0.0	5.0	16.0	4.0	12.0	7.0	5.0	7.0	0.0	52.0	0.0	8.0	6.0	6.0	1.0	4.0	10.0	13.0	5.0	9.0	10.0	9.0	10.0	13.0	9.0	16.0	9.0	6.0	11.0	18.0	14.0	12.0	4.0	9.0	315.0	12.0	7.0	5.0	6.0	2.0	5.0	2.0	2.0	4.0	6.0	3.0	8.0	5.0	6.0	2.0	4.0	17.0	14.0	5.0	2.0	1.0	2.0	1.0	3.0	9.0	11.0	7.0	7.0	2.0	0.0	0.0	0.0	3.0	6.0	8.0	9.0	7.0	21.0	10.0	8.0	15.0	28.0	14.0	8.0	9.0	3.0	1.0	6.0	5.0	3.0	9.0	2.0	8.0	7.0	5.0	5.0	13.0	6.0	13.0	10.0	4.0	6.0	3.0	3.0	7.0	k__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__faecis
